oepid,accreditor,pred_degree,highest_degree,control,region,admission_rate,ccbasic,in_state_tuit,out_state_tuit,prog_year_tuit,revenue_tuit,avg_faculty_salary,two_yr_default,three_yr_default,sat_avg,prop_loan,name,address,ZIP,fips,city,state,cbsa,csa,longitude,latitude,extracted_year
714200,,Certificate,Certificate,Private For-Profit,Far West,,,,,16075.0,7133.0,,,0.078,,0.5093,Lyle's College of  Beauty,"Fresno, CA - 6735 N First Ave Ste 112",93710,6.0,Fresno,CA,23420.0,260.0,-119.774167,36.836265,2019-01-01
1324000,,Certificate,Certificate,Private For-Profit,Far West,1.0,,,,19713.0,10363.0,,,0.076,,0.4528,Lytles Redwood Empire Beauty College Inc,"Santa Rosa, CA - 186 Wikiup Dr",95403,6.0,Santa Rosa,CA,42220.0,488.0,-122.75777,38.508385,2019-01-01
2546400,,Certificate,Certificate,Private For-Profit,Far West,,,,,9250.0,4784.0,,,,,1.0,MTI Business College Inc,"Stockton, CA - 6006 N. El Dorado Street",95207-4349,6.0,Stockton,CA,44700.0,488.0,-121.308445,38.007885,2019-01-01
1291200,,Certificate,Associate,Private For-Profit,Far West,0.7857,,,,15300.0,11220.0,3391.0,,0.115,,0.7345,MTI College,"Sacramento, CA - 5221 Madison Avenue",95841-9817,6.0,Sacramento,CA,40900.0,472.0,-121.342568,38.661377,2019-01-01
117800,,Associate,Associate,Public,Far West,,,1492.0,9712.0,,1612.0,10702.0,,0.212,,0.0115,College of Marin,"Kentfield, CA - 835 College Ave",94904-2590,6.0,Kentfield,CA,41860.0,488.0,-122.549149,37.954897,2019-01-01
1047400,,Associate,Graduate,Private Non-Profit,Far West,,,36134.0,36134.0,,20966.0,7738.0,,0.068,,0.5393,Marymount California University,"Rancho Palos Verdes, CA - 30800 Palos Verdes Drive East",90275-6299,6.0,Rancho Palos Verdes,CA,31080.0,348.0,-118.333371,33.734887,2019-01-01
1167200,,Associate,Associate,Public,Far West,,,1423.0,7783.0,,575.0,8389.0,,0.228,,0.0292,Mendocino College,"Ukiah, CA - 1000 Hensley Creek Road",95482,6.0,Ukiah,CA,46380.0,-2.0,-123.228809,39.188989,2019-01-01
123600,,Bachelor,Bachelor,Private Non-Profit,Far West,0.4548,,42800.0,42800.0,,18298.0,11150.0,,0.069,1042.0,0.5396,Menlo College,"Atherton, CA - 1000 El Camino Real",94027-4301,6.0,Atherton,CA,41860.0,488.0,-122.190797,37.453475,2019-01-01
123700,,Associate,Associate,Public,Far West,,,1150.0,6115.0,,648.0,8588.0,,,,0.0,Merced College,"Merced, CA - 3600 M St",95348-2898,6.0,Merced,CA,32900.0,488.0,-120.476464,37.3353,2019-01-01
126700,,Certificate,Associate,Public,Far West,,,1254.0,7806.0,,1109.0,9193.0,,0.236,,0.0134,Merritt College,"Oakland, CA - 12500 Campus Dr",94619-3196,6.0,Oakland,CA,41860.0,488.0,-122.167335,37.789088,2019-01-01
123800,,Bachelor,Graduate,Private Non-Profit,Far West,0.8554,,30257.0,30257.0,,19045.0,10308.0,,0.035,1158.0,0.6833,Mills College,"Oakland, CA - 5000 MacArthur Blvd",94613,6.0,Oakland,CA,41860.0,488.0,-122.182294,37.781425,2019-01-01
123900,,Certificate,Associate,Public,Far West,,,1336.0,6768.0,,1467.0,11760.0,,0.139,,0.0245,MiraCosta College,"Oceanside, CA - One Barnard Drive",92056-3899,6.0,Oceanside,CA,41740.0,-2.0,-117.302606,33.190483,2019-01-01
2119100,,Associate,Associate,Public,Far West,,,1192.0,6280.0,,1561.0,10379.0,,0.126,,0.0065,Mission College,"Santa Clara, CA - 3000 Mission College Blvd",95054-1897,6.0,Santa Clara,CA,41940.0,488.0,-121.980783,37.391935,2019-01-01
720400,,Certificate,Certificate,Private For-Profit,Far West,,,,,16409.0,8849.0,,,0.171,,0.4211,Modern Beauty Academy,"Oxnard, CA - 699 South C St",93030,6.0,Oxnard,CA,37100.0,348.0,-119.181423,34.195384,2019-01-01
124000,,Associate,Associate,Public,Far West,,,1166.0,7358.0,,533.0,8782.0,,,,0.0,Modesto Junior College,"Modesto, CA - 435 College Ave",95350-5800,6.0,Modesto,CA,33700.0,488.0,-121.009792,37.651056,2019-01-01
2185800,,Certificate,Certificate,Private For-Profit,Far West,,,,,18342.0,6743.0,,,0.237,,0.6351,Moler Barber College,"Oakland, CA - 3815 Telegraph Ave",94609-2419,6.0,Oakland,CA,41860.0,488.0,-122.265352,37.827075,2019-01-01
369110,,Bachelor,Graduate,Private Non-Profit,Far West,,,,,,23161.0,9281.0,,0.013,,0.6923,Middlebury Institute of International Studies at Monterey,"Monterey, CA - 460 Pierce Street",93940,6.0,Monterey,CA,41500.0,-2.0,-121.897325,36.599736,2019-01-01
124200,,Associate,Associate,Public,Far West,,,1176.0,7368.0,,1009.0,8526.0,,0.225,,0.0177,Monterey Peninsula College,"Monterey, CA - 980 Fremont St",93940-4799,6.0,Monterey,CA,41500.0,-2.0,-121.884931,36.590558,2019-01-01
711500,,Associate,Associate,Public,Far West,,,1388.0,7050.0,,958.0,8401.0,,0.103,,0.013,Moorpark College,"Moorpark, CA - 7075 Campus Rd",93021-1695,6.0,Moorpark,CA,37100.0,348.0,-118.834528,34.301146,2019-01-01
124500,,Associate,Associate,Public,Far West,,,1350.0,9414.0,,975.0,10223.0,,0.139,,0.0065,Mt San Antonio College,"Walnut, CA - 1100 N Grand Ave",91789-1399,6.0,Walnut,CA,31080.0,348.0,-117.846629,34.047764,2019-01-01
124300,,Bachelor,Graduate,Private Non-Profit,Far West,0.8382,,41170.0,41170.0,,24643.0,8998.0,,0.033,1031.0,0.8866,Mount Saint Mary's University,"Los Angeles, CA - 12001 Chalon Rd",90049-1599,6.0,Los Angeles,CA,31080.0,348.0,-118.482879,34.085315,2019-01-01
124600,,Associate,Associate,Public,Far West,,,1386.0,10026.0,,511.0,9236.0,,0.111,,0.0,Mt San Jacinto Community College District,"San Jacinto, CA - 1499 N. State St.",92583-2399,6.0,San Jacinto,CA,40140.0,348.0,-116.971169,33.806748,2019-01-01
2161800,,Certificate,Bachelor,Private For-Profit,Far West,0.7564,,24030.0,24030.0,,24170.0,3240.0,,0.076,,0.3253,Musicians Institute,"Hollywood, CA - 6752 Hollywood Blvd.",90028,6.0,Hollywood,CA,31080.0,348.0,-118.337582,34.101265,2019-01-01
124700,,Associate,Associate,Public,Far West,,,1142.0,6758.0,,947.0,8826.0,,0.121,,0.0094,Napa Valley College,"Napa, CA - 2277 Napa-Vallejo Hwy",94558-6236,6.0,Napa,CA,34900.0,488.0,-122.274381,38.274081,2019-01-01
2542300,,Certificate,Certificate,Private For-Profit,Far West,,,,,15588.0,11949.0,,,0.089,,0.4587,National Holistic Institute,"Emeryville, CA - 5900 Doyle Street",94608-2008,6.0,Emeryville,CA,41860.0,488.0,-122.287672,37.841898,2019-01-01
1146000,,Bachelor,Graduate,Private Non-Profit,Far West,,,13320.0,13320.0,,14090.0,10270.0,,0.049,,0.3649,National University,"La Jolla, CA - 11255 North Torrey Pines Road",92037-1011,6.0,La Jolla,CA,41740.0,-2.0,-117.243026,32.909894,2019-01-01
131000,,Graduate,Graduate,Public,US Service,,,,,,,13679.0,,,,,Naval Postgraduate School,"Monterey, CA - 1 University Circle",93943,6.0,Monterey,CA,41500.0,-2.0,-121.874248,36.597159,2019-01-01
3043900,,Bachelor,Graduate,Private For-Profit,Far West,1.0,,27501.0,27501.0,,15557.0,7193.0,,0.08,,0.5161,Newschool of Architecture and Design,"San Diego, CA - 1249 F St",92101,6.0,San Diego,CA,41740.0,-2.0,-117.153305,32.71331,2019-01-01
713000,,Certificate,Certificate,Private For-Profit,Far West,,,,,17700.0,9935.0,,,0.056,,0.4878,Newberry School of Beauty,"Granada Hills, CA - 16860 Devonshire Blvd",91344-7401,6.0,Granada Hills,CA,31080.0,348.0,-118.499693,34.256683,2019-01-01
718700,,Certificate,Certificate,Private For-Profit,Far West,,,,,15573.0,19542.0,,,0.145,,0.5993,North Adrian's College of Beauty Inc,"Modesto, CA - 124 Floyd Ave",95350-2381,6.0,Modesto,CA,33700.0,488.0,-120.992753,37.677778,2019-01-01
1287200,,Certificate,Certificate,Private For-Profit,Far West,,,,,15493.0,10371.0,,,0.017,,0.9175,North-West College-Pomona,"Pomona, CA - 170  W Holt Ave",91768,6.0,Pomona,CA,31080.0,348.0,-117.751227,34.062043,2019-01-01
1170700,,Certificate,Associate,Private For-Profit,Far West,1.0,,,,15493.0,9116.0,3500.0,,0.014,,0.906,North-West College-West Covina,"West Covina, CA - 2121 W Garvey Ave",91790,6.0,West Covina,CA,31080.0,348.0,-117.949583,34.072071,2019-01-01
2591600,,Certificate,Certificate,Private For-Profit,Far West,,,,,33247.0,11344.0,,,0.005,,0.8764,North-West College-Van Nuys,"Van Nuys, CA - 14540 Haynes",91411,6.0,Van Nuys,CA,31080.0,348.0,-118.450184,34.189497,2019-01-01
117900,,Bachelor,Graduate,Private Non-Profit,Far West,0.9666,,35350.0,35350.0,,18765.0,9117.0,,0.058,983.0,0.6353,Notre Dame de Namur University,"Belmont, CA - 1500 Ralston Ave",94002-1908,6.0,Belmont,CA,41860.0,488.0,-122.284794,37.517111,2019-01-01
124900,,Bachelor,Bachelor,Private Non-Profit,Far West,0.373,,54686.0,54686.0,,29134.0,11293.0,,0.016,1368.0,0.4594,Occidental College,"Los Angeles, CA - 1600 Campus Rd",90041-3392,6.0,Los Angeles,CA,31080.0,348.0,-118.210908,34.127124,2019-01-01
448100,,Associate,Associate,Public,Far West,,,1164.0,6828.0,,1675.0,11687.0,,0.051,,0.0072,Ohlone College,"Fremont, CA - 43600 Mission Blvd",94539-0390,6.0,Fremont,CA,41860.0,488.0,-121.916339,37.52773,2019-01-01
125000,,Certificate,Associate,Public,Far West,,,1186.0,7978.0,,1161.0,10694.0,,0.092,,0.0203,Orange Coast College,"Costa Mesa, CA - 2701 Fairview Road",92626,6.0,Costa Mesa,CA,31080.0,348.0,-117.909086,33.66927,2019-01-01
125100,,Bachelor,Graduate,Private Non-Profit,Far West,0.9441,,46860.0,46860.0,,33696.0,7871.0,,0.045,1158.0,0.4906,Otis College of Art and Design,"Los Angeles, CA - 9045 Lincoln Blvd",90045-3505,6.0,Los Angeles,CA,31080.0,348.0,-118.416615,33.956607,2019-01-01
1284200,,Associate,Associate,Public,Far West,,,1388.0,7050.0,,240.0,8663.0,,,,0.0,Oxnard College,"Oxnard, CA - 4000 S Rose Ave",93033-6699,6.0,Oxnard,CA,37100.0,348.0,-119.157604,34.166104,2019-01-01
125200,,Bachelor,Graduate,Private Non-Profit,Far West,0.2945,,33400.0,33400.0,,12251.0,4582.0,,0.051,1022.0,0.6382,Hope International University,"Fullerton, CA - 2500 E Nutwood Ave",92831-3199,6.0,Fullerton,CA,31080.0,348.0,-117.88573,33.87616,2019-01-01
793000,,Certificate,Associate,Private For-Profit,Far West,0.9066,,,,16605.0,14747.0,4851.0,,0.141,,0.6044,Concorde Career College-San Diego,"San Diego, CA - 4393 Imperial Avenue, Suite 100",92113-1964,6.0,San Diego,CA,41740.0,-2.0,-117.102845,32.702814,2019-01-01
2138300,,Bachelor,Graduate,Private Non-Profit,Far West,,,,,,26399.0,12264.0,,0.045,,0.6446,Palo Alto University,"Palo Alto, CA - 1791 Arastradero Rd",94304-1337,6.0,Palo Alto,CA,41940.0,488.0,-122.187437,37.382216,2019-01-01
125500,,Bachelor,Graduate,Private Non-Profit,Far West,0.3095,,13688.0,13688.0,,23761.0,6038.0,,0.06,,0.8501,Pacific Oaks College,"Pasadena, CA - 45 Eureka Street",91103,6.0,Pasadena,CA,31080.0,348.0,-118.151323,34.153382,2019-01-01
125600,,Graduate,Graduate,Private Non-Profit,Far West,,,,,,8407.0,6946.0,,0.071,,,Pacific School of Religion,"Berkeley, CA - 1798 Scenic Ave",94709,6.0,Berkeley,CA,41860.0,488.0,-122.263155,37.87669,2019-01-01
3163300,,Bachelor,Graduate,Private Non-Profit,Far West,,,16065.0,16065.0,,11831.0,3500.0,,0.111,,0.0,Pacific States University,"Los Angeles, CA - 3424 Wilshire Blvd. 12th floor",90010-2263,6.0,Los Angeles,CA,31080.0,348.0,-118.298408,34.061315,2019-01-01
125800,,Bachelor,Bachelor,Private Non-Profit,Far West,0.4944,,30060.0,30060.0,,16868.0,6285.0,,0.08,1080.0,0.7145,Pacific Union College,"Angwin, CA - One Angwin Ave",94508-9707,6.0,Angwin,CA,34900.0,488.0,-122.440308,38.570585,2019-01-01
132900,,Bachelor,Graduate,Private Non-Profit,Far West,0.6348,,48164.0,48164.0,,32936.0,10587.0,,0.021,1240.0,0.5175,University of the Pacific,"Stockton, CA - 3601 Pacific Ave",95211-0197,6.0,Stockton,CA,44700.0,488.0,-121.312301,37.981424,2019-01-01
125900,,Certificate,Associate,Public,Far West,,,1288.0,9120.0,,429.0,9118.0,,,,0.0,Palo Verde College,"Blythe, CA - One College Drive",92225,6.0,Blythe,CA,40140.0,348.0,-114.651698,33.661538,2019-01-01
126000,,Certificate,Associate,Public,Far West,,,1338.0,8702.0,,1036.0,10290.0,,0.132,,0.0068,Palomar College,"San Marcos, CA - 1140 W. Mission",92069-1487,6.0,San Marcos,CA,41740.0,-2.0,-117.183978,33.149483,2019-01-01
126100,,Associate,Associate,Public,Far West,,,1166.0,7548.0,,1401.0,8865.0,,0.098,,0.0063,Pasadena City College,"Pasadena, CA - 1570 E Colorado Blvd.",91106-2003,6.0,Pasadena,CA,31080.0,348.0,-118.118196,34.144552,2019-01-01
1014900,,Bachelor,Graduate,Private Non-Profit,Far West,0.3565,,53932.0,53932.0,,31625.0,12387.0,,0.014,1330.0,0.381,Pepperdine University,"Malibu, CA - 24255 Pacific Coast Hwy",90263,6.0,Malibu,CA,31080.0,348.0,-118.707077,34.037786,2019-01-01
117200,,Bachelor,Bachelor,Private Non-Profit,Far West,0.1333,,54056.0,54056.0,,50757.0,11104.0,,0.065,,0.378,Pitzer College,"Claremont, CA - 1050 North Mills Avenue",91711-6101,6.0,Claremont,CA,31080.0,348.0,-117.706675,34.104107,2019-01-01
2304300,,Associate,Bachelor,Private For-Profit,Far West,,,17235.0,17235.0,,21641.0,3460.0,,0.07,,0.4326,Platt College-San Diego,"San Diego, CA - 6250 El Cajon Blvd",92115-3919,6.0,San Diego,CA,41740.0,-2.0,-117.063483,32.76373,2019-01-01
126200,,Bachelor,Graduate,Private Non-Profit,Far West,0.6893,,35700.0,35700.0,,21015.0,10189.0,,0.027,1240.0,0.5851,Point Loma Nazarene University,"San Diego, CA - 3900 Lomaland Dr",92106-2899,6.0,San Diego,CA,41740.0,-2.0,-117.250265,32.718391,2019-01-01
117300,,Bachelor,Bachelor,Private Non-Profit,Far West,0.0761,,52780.0,52780.0,,22245.0,13451.0,,0.0,1468.0,0.1226,Pomona College,"Claremont, CA - 550 N College Ave",91711-6319,6.0,Claremont,CA,31080.0,348.0,-117.714556,34.099027,2019-01-01
126800,,Associate,Associate,Public,Far West,,,1322.0,7286.0,,366.0,12818.0,,,,0.0,Porterville College,"Porterville, CA - 100 E College Ave",93257,6.0,Porterville,CA,47300.0,-2.0,-119.014368,36.049256,2019-01-01
1298400,,Certificate,Certificate,Private For-Profit,Far West,,,,,14475.0,6081.0,,,0.132,,0.3333,Professional Institute of Beauty,"El Monte, CA - 10801 E. Valley Mall",91731,6.0,El Monte,CA,31080.0,348.0,-118.039028,34.075561,2019-01-01
128400,,Certificate,Associate,Public,Far West,,,1160.0,8960.0,,728.0,10596.0,,0.075,,0.0053,Santa Ana College,"Santa Ana, CA - 1530 W. 17th Street",92706-3398,6.0,Santa Ana,CA,31080.0,348.0,-117.887558,33.759309,2019-01-01
1044100,,Graduate,Graduate,Private Non-Profit,Far West,,,,,,11951.0,,,0.0,,,Pardee RAND Graduate School,"Santa Monica, CA - 1776 Main St",90401-3208,6.0,Santa Monica,CA,31080.0,348.0,-118.490655,34.00973,2019-01-01
4161700,,Certificate,Certificate,Private For-Profit,Far West,,,,,12050.0,3733.0,,,,,0.0,Shasta School of Cosmetology,"Redding, CA - 678 N Market St",96003,6.0,Redding,CA,39820.0,454.0,-122.387248,40.597114,2019-01-01
132200,,Bachelor,Graduate,Private Non-Profit,Far West,0.7475,,49504.0,49504.0,,18560.0,10242.0,,0.032,1189.0,0.581,University of Redlands,"Redlands, CA - 1200 E. Colton Ave",92373-0999,6.0,Redlands,CA,40140.0,348.0,-117.163218,34.064218,2019-01-01
118500,,Associate,Associate,Public,Far West,,,1182.0,6822.0,,968.0,7435.0,,0.188,,0.0657,College of the Redwoods,"Eureka, CA - 7351 Tompkins Hill Rd",95501-9300,6.0,Eureka,CA,21700.0,-2.0,-124.195293,40.698427,2019-01-01
720300,,Certificate,Certificate,Private For-Profit,Far West,,,,,20000.0,11959.0,,,0.145,,0.6414,Salon Success Academy-Upland,"Upland, CA - 1385 E. Foothill Blvd",91786,6.0,Upland,CA,40140.0,348.0,-117.631783,34.108247,2019-01-01
1309500,,Certificate,Certificate,Private For-Profit,Far West,,,,,20000.0,7316.0,,,0.149,,0.7195,Salon Success Academy-Corona,"Corona, CA - 2097 Compton Ave. Suite 201",92881,6.0,Corona,CA,40140.0,348.0,-117.535638,33.847649,2019-01-01
126900,,Certificate,Associate,Public,Far West,,,1360.0,6624.0,,684.0,9751.0,,0.153,,0.0029,Rio Hondo College,"Whittier, CA - 3600 Workman Mill Rd",90601-1616,6.0,Whittier,CA,31080.0,348.0,-118.033506,34.019821,2019-01-01
127000,,Associate,Associate,Public,Far West,,,1420.0,9160.0,,742.0,10874.0,,0.139,,0.0153,Riverside City College,"Riverside, CA - 4800 Magnolia Avenue",92506,6.0,Riverside,CA,40140.0,348.0,-117.384323,33.970918,2019-01-01
1294200,,Certificate,Certificate,Private For-Profit,Far West,,,,,4870.0,9443.0,,,,,0.0,Rosemead Beauty School,"Rosemead, CA - 8531 E Valley Blvd",91770-1639,6.0,Rosemead,CA,31080.0,348.0,-118.082793,34.080756,2019-01-01
3109500,,Graduate,Graduate,Private Non-Profit,Far West,,,,,,5767.0,4225.0,,0.058,,,Dongguk University-Los Angeles,"Los Angeles, CA - 440 Shatto Pl",90020-1704,6.0,Los Angeles,CA,31080.0,348.0,-118.289523,34.06597,2019-01-01
123300,,Associate,Associate,Public,Far West,,,1104.0,8712.0,,713.0,8413.0,,0.174,,0.0365,Sacramento City College,"Sacramento, CA - 3835 Freeport Blvd",95822-1386,6.0,Sacramento,CA,40900.0,472.0,-121.491139,38.541096,2019-01-01
891800,,Certificate,Associate,Public,Far West,,,1328.0,9392.0,,1863.0,10498.0,,0.121,,0.0136,Saddleback College,"Mission Viejo, CA - 28000 Marguerite Pky",92692-3635,6.0,Mission Viejo,CA,31080.0,348.0,-117.665584,33.553346,2019-01-01
701200,,Bachelor,Graduate,Private Non-Profit,Far West,,,,,,28900.0,10646.0,,0.004,,0.5452,Samuel Merritt University,"Oakland, CA - 3100 Telegraph Avenue",94609,6.0,Oakland,CA,41860.0,488.0,-122.266331,37.82029,2019-01-01
127300,,Certificate,Associate,Public,Far West,,,1144.0,7024.0,,674.0,8994.0,,0.148,,0.0223,San Diego City College,"San Diego, CA - 1313 Park Boulevard",92101-4787,6.0,San Diego,CA,41740.0,-2.0,-117.152733,32.717403,2019-01-01
127500,,Associate,Associate,Public,Far West,,,1144.0,7024.0,,574.0,8953.0,,0.1,,0.0127,San Diego Mesa College,"San Diego, CA - 7250 Mesa College Dr",92111-4998,6.0,San Diego,CA,41740.0,-2.0,-117.169165,32.803825,2019-01-01
1182000,,Associate,Associate,Public,Far West,,,1144.0,7024.0,,584.0,8933.0,,0.091,,0.0114,San Diego Miramar College,"San Diego, CA - 10440 Black Mountain Rd",92126-2999,6.0,San Diego,CA,41740.0,-2.0,-117.120261,32.909757,2019-01-01
115100,,Bachelor,Graduate,Public,Far West,0.3458,,7488.0,19340.0,,6737.0,10903.0,,0.029,1213.0,0.2827,San Diego State University,"San Diego, CA - 5500 Campanile Dr",92182-0001,6.0,San Diego,CA,41740.0,-2.0,-117.071228,32.77525,2019-01-01
1039500,,Bachelor,Graduate,Private Non-Profit,Far West,0.5292,,49358.0,49358.0,,29223.0,12168.0,,0.018,1285.0,0.3753,University of San Diego,"San Diego, CA - 5998 Alcala Park",92110-2492,6.0,San Diego,CA,41740.0,-2.0,-117.192073,32.770816,2019-01-01
394800,,Bachelor,Graduate,Private Non-Profit,Far West,0.9487,,46534.0,46534.0,,28863.0,6928.0,,0.047,,0.5953,San Francisco Art Institute,"San Francisco, CA - 800 Chestnut St",94133-2299,6.0,San Francisco,CA,41860.0,488.0,-122.417,37.803575,2019-01-01
127800,,Certificate,Graduate,Private Non-Profit,Far West,0.4521,,46210.0,46210.0,,23328.0,12947.0,,0.044,,0.4585,San Francisco Conservatory of Music,"San Francisco, CA - 50 Oak Street",94102-6011,6.0,San Francisco,CA,41860.0,488.0,-122.420292,37.775543,2019-01-01
115400,,Bachelor,Graduate,Public,Far West,0.7176,,7260.0,19140.0,,5482.0,10744.0,,0.053,1054.0,0.3371,San Francisco State University,"San Francisco, CA - 1600 Holloway Ave",94132,6.0,San Francisco,CA,41860.0,488.0,-122.476799,37.721224,2019-01-01
127900,,Graduate,Graduate,Private Non-Profit,Far West,,,,,,6963.0,7724.0,,0.085,,,San Francisco Theological Seminary,"San Anselmo, CA - 105 Seminary Road",94960-0000,6.0,San Anselmo,CA,41860.0,488.0,-122.565407,37.969952,2019-01-01
132500,,Bachelor,Graduate,Private Non-Profit,Far West,0.6455,,48066.0,48066.0,,28022.0,12379.0,,0.021,1237.0,0.5069,University of San Francisco,"San Francisco, CA - 2130 Fulton St",94117-1080,6.0,San Francisco,CA,41860.0,488.0,-122.450477,37.776618,2019-01-01
2500000,,Graduate,Graduate,Private Non-Profit,Far West,,,,,,23661.0,8393.0,,0.034,,,San Joaquin College of Law,"Clovis, CA - 901 Fifth St",93612-1312,6.0,Clovis,CA,23420.0,260.0,-119.697657,36.82448,2019-01-01
128000,,Associate,Associate,Public,Far West,,,1288.0,8848.0,,572.0,9843.0,,0.231,,0.0306,San Joaquin Delta College,"Stockton, CA - 5151 Pacific Ave",95207,6.0,Stockton,CA,44700.0,488.0,-121.318266,37.995129,2019-01-01
2120700,,Certificate,Associate,Private For-Profit,Far West,,,,,47850.0,8735.0,4898.0,,0.214,,0.6003,San Joaquin Valley College-Visalia,"Visalia, CA - 8344 W Mineral King Ave",93291-9283,6.0,Visalia,CA,47300.0,-2.0,-119.384981,36.328049,2019-01-01
2120700,,Certificate,Associate,Private For-Profit,Far West,,,,,47850.0,8735.0,4898.0,,0.214,,0.6003,San Joaquin Valley College-Central Administrative Office,"Visalia, CA - 3828 W. Caldwell Ave.",93277,6.0,Visalia,CA,47300.0,-2.0,-119.333362,36.298938,2019-01-01
128100,,Bachelor,Graduate,Private Non-Profit,Far West,0.5853,,33550.0,33550.0,,15084.0,6907.0,,0.067,1084.0,0.6761,William Jessup University,"Rocklin, CA - 2121 University Avenue",95765-3707,6.0,Rocklin,CA,40900.0,472.0,-121.292312,38.819728,2019-01-01
128200,,Associate,Associate,Public,Far West,,,1358.0,7994.0,,1157.0,11143.0,,0.205,,0.0091,San Jose City College,"San Jose, CA - 2100 Moorpark Ave",95128-2798,6.0,San Jose,CA,41940.0,488.0,-121.926185,37.315827,2019-01-01
115500,,Bachelor,Graduate,Public,Far West,0.5466,,7796.0,19676.0,,6385.0,10626.0,,0.035,1143.0,0.2975,San Jose State University,"San Jose, CA - One Washington Square",95192-0001,6.0,San Jose,CA,41940.0,488.0,-121.880621,37.336569,2019-01-01
118100,,Associate,Associate,Public,Far West,,,1344.0,6300.0,,1295.0,10569.0,,0.079,,0.0056,College of San Mateo,"San Mateo, CA - 1700 W Hillsdale Blvd",94402-3784,6.0,San Mateo,CA,41860.0,488.0,-122.334801,37.535698,2019-01-01
2577900,,Associate,Bachelor,Private For-Profit,Far West,,,11658.0,11658.0,,15659.0,5001.0,,0.124,,0.7922,Santa Barbara Business College-Bakersfield,"Bakersfield, CA - 5300 California Avenue",93309,6.0,Bakersfield,CA,12540.0,-2.0,-119.061264,35.359544,2019-01-01
2578000,,Associate,Bachelor,Private For-Profit,Far West,,,11658.0,11658.0,,14214.0,5771.0,,0.038,,0.7949,Santa Barbara Business College-Santa Maria,"Santa Maria, CA - 303 E Plaza Dr Ste 1",93454,6.0,Santa Maria,CA,42200.0,-2.0,-120.433296,34.937806,2019-01-01
128500,,Associate,Associate,Public,Far West,,,1374.0,8326.0,,2186.0,9238.0,,0.126,,0.0815,Santa Barbara City College,"Santa Barbara, CA - 721 Cliff Drive",93109-2394,6.0,Santa Barbara,CA,42200.0,-2.0,-119.698045,34.406788,2019-01-01
132600,,Bachelor,Graduate,Private Non-Profit,Far West,0.4991,,51711.0,51711.0,,32521.0,12700.0,,0.007,1366.0,0.2773,Santa Clara University,"Santa Clara, CA - 500 El Camino Real",95053,6.0,Santa Clara,CA,41940.0,488.0,-121.93784,37.348362,2019-01-01
128600,,Associate,Bachelor,Public,Far West,,,1142.0,8918.0,,2934.0,10776.0,,0.097,,0.0167,Santa Monica College,"Santa Monica, CA - 1900 Pico Blvd",90405-1628,6.0,Santa Monica,CA,31080.0,348.0,-118.469765,34.017022,2019-01-01
128700,,Certificate,Associate,Public,Far West,,,1328.0,8174.0,,1272.0,9770.0,,0.085,,0.013,Santa Rosa Junior College,"Santa Rosa, CA - 1501 Mendocino Avenue",95401-4395,6.0,Santa Rosa,CA,42220.0,488.0,-122.718974,38.45709,2019-01-01
2120600,,Graduate,Graduate,Private Non-Profit,Far West,,,,,,29148.0,6383.0,,0.061,,,Saybrook University,"Pasadena, CA - 55 W Eureka Street",91103,6.0,Pasadena,CA,31080.0,348.0,-118.152155,34.153103,2019-01-01
117400,,Bachelor,Graduate,Private Non-Profit,Far West,0.2424,,55024.0,55024.0,,36851.0,11478.0,,0.0,1409.0,0.3296,Scripps College,"Claremont, CA - 1030 North Columbia Avenue",91711-3905,6.0,Claremont,CA,31080.0,348.0,-117.711294,34.104147,2019-01-01
118600,,Associate,Associate,Public,Far West,,,1390.0,7690.0,,482.0,9106.0,,0.231,,0.0109,College of the Sequoias,"Visalia, CA - 915 S. Mooney Blvd",93277-2214,6.0,Visalia,CA,47300.0,-2.0,-119.315182,36.323877,2019-01-01
2359300,,Bachelor,Graduate,Private Non-Profit,Far West,1.0,,12060.0,12060.0,,5006.0,3022.0,,0.1,,0.1905,Shasta Bible College and Graduate School,"Redding, CA - 2951 Goodwater Ave.",96002,6.0,Redding,CA,39820.0,454.0,-122.314419,40.566034,2019-01-01
128900,,Associate,Bachelor,Public,Far West,,,1185.0,6801.0,,846.0,7951.0,,0.147,,0.0451,Shasta College,"Redding, CA - 11555 Old Oregon Trail",96003,6.0,Redding,CA,39820.0,454.0,-122.317982,40.625731,2019-01-01
129000,,Associate,Associate,Public,Far West,,,1144.0,6214.0,,1212.0,7072.0,,0.144,,0.0372,Sierra College,"Rocklin, CA - 5100 Sierra College Blvd",95677-3397,6.0,Rocklin,CA,40900.0,472.0,-121.211688,38.790773,2019-01-01
2064300,,Certificate,Certificate,Private For-Profit,Far West,,,,,9400.0,4169.0,,,,,0.0,Sierra College of Beauty,"Merced, CA - 1340 W 18th St",95340,6.0,Merced,CA,32900.0,488.0,-120.495874,37.306975,2019-01-01
177212,,Graduate,Graduate,Private Non-Profit,Far West,,,,,,21757.0,7907.0,,0.044,,,Trinity Law School,"Santa Ana, CA - 2200 N Grand Ave",92705,6.0,Santa Ana,CA,31080.0,348.0,-117.852059,33.766071,2019-01-01
